Substation Long Name,Substation Name,Unit Name,Unit Short Name,Node Name,Node/Unit ID,Zone ID,Reserve ID,RSP Area,Dispatch Zone,DRRAZ ID,Latitude,Longitude
CHATHAM STREET,CHATHAM,,,LD.CHATHAM 14.4,4817,4008,7003,BOSTON,Boston,7608,42.3595,-71.0549
CHELSEA VT,CHELSEVT,,,LD.CHELSEVT46,4464,4003,7000,VT,Vermont,7615,43.960862,-72.47096
CLARKSON STREET,CLARKSON,,,LD.CLARKSON12.5T1 LD,4821,4005,7000,RI,Rhode Island,7619,41.843342,-71.420848
CLARKSON STREET,CLARKSON,,,LD.CLARKSON12.5T2 LD,4822,4005,7000,RI,Rhode Island,7619,41.843342,-71.420848
CONGRESS STREET,CONGRESS,,,LD.CONGRESS13.8,4434,4004,7001,SWCT,Western CT,7603,41.182419,-73.186785
CONGRESS STREET,CONGRESS,BRIDGEPORT FUEL CELL,BPFC,UN.CONGRESS13.8BPFC,16738,4004,7001,SWCT,Western CT,7603,41.182419,-73.186785
COOPERS MILLS,COOPERML,,,LD.COOPERML12.5,44033,4001,7000,ME,Maine,7606,44.297012,-69.556551
COS COB RAILROAD,COSCOB,,,LD.COSCOB  26.4,4605,4004,7001,NOR,Norwalk - Stamford,7602,41.029047,-73.599153
COS COB RAILROAD,COSCOB,COS COB 13,CC13,UN.COSCOB  13.8CC13,14157,4004,7001,NOR,Norwalk - Stamford,7602,41.029047,-73.599153
COS COB RAILROAD,COSCOB,COS COB 14,CC14,UN.COSCOB  13.8CC14,14158,4004,7001,NOR,Norwalk - Stamford,7602,41.029047,-73.599153
COS COB RAILROAD,COSCOB,,,LD.COSCOB  27.6,44013,4004,7001,NOR,Norwalk - Stamford,7602,41.029047,-73.599153
COS COB RAILROAD,COSCOB,,,LD.COSCOB  13.2,44014,4004,7001,NOR,Norwalk - Stamford,7602,41.029047,-73.599153
COS COB RAILROAD,COSCOB,COS COB 10,CC10,UN.COSCOB  13.8CC10,370,4004,7001,NOR,Norwalk - Stamford,7602,41.029047,-73.599153
COS COB RAILROAD,COSCOB,COS COB 11,CC11,UN.COSCOB  13.8CC11,371,4004,7001,NOR,Norwalk - Stamford,7602,41.029047,-73.599153
COS COB RAILROAD,COSCOB,COS COB 12,CC12,UN.COSCOB  13.8CC12,372,4004,7001,NOR,Norwalk - Stamford,7602,41.029047,-73.599153
DEPOT STREET,DEPOT,,,LD.DEPOT   13.8,4305,4006,7000,RI,SEMA,7613,42.129962,-71.517338
DARTMOUTH POWER,DARTMTH,DARTMOUTH POWER,DART,UN.DARTMTH 13.8DART,388,4006,7000,SEMA,Lower SEMA,7612,41.673345,-70.999246
DARTMOUTH POWER,DARTMTH,DARTMOUTH CT GENERATOR 3,DAR3,UN.DARTMTH 13.8DAR3,15940,4006,7000,SEMA,Lower SEMA,7612,41.673345,-70.999246
DEVON RAILROAD,DEVON_RR,,,LD.DEVON_RR115,4614,4004,7001,SWCT,Western CT,7603,41.2074,-73.1068
DUDLEY,DUDLEY,,,LD.DUDLEY  34.5,4473,4004,7002,CT,Eastern CT,7600,41.536111,-72.102222
DUDLEY,DUDLEY,,,LD.DUDLEY  13.8,37974,4004,7002,CT,Eastern CT,7600,41.536111,-72.102222
EMERALD STREET,EMRLD_ST,,,LD.EMRLD_ST12.5,4400,4002,7000,VT,New Hampshire,7610,42.929667,-72.286
FARNUM PIKE,FARNPIKE,,,LD.FARNPIKE12.5,4289,4005,7000,RI,Rhode Island,7619,41.901223,-71.53092
FLORENCE VT,FLORNCE,,,LD.FLORNCE 46,4461,4003,7000,VT,Northwest Vermont,7614,43.708682,-73.06736
FLORENCE VT,FLORNCE,PROCTOR,PROC,UN.FLORNCE 46  PROC,541,4003,7000,VT,Northwest Vermont,7614,43.708682,-73.06736
FLORENCE VT,FLORNCE,HUNTINGTON FALLS-NEW,HNTG,UN.FLORNCE 46  HNTG,2432,4003,7000,VT,Northwest Vermont,7614,43.708682,-73.06736
FORT HILL FARMS,FORT_HIL,,,LD.FORT_HIL34.5,4474,4004,7002,CT,Eastern CT,7600,41.470982,-72.112177
HALVARSSON CONVERTER STATION,HALVARSN,,,LD.HALVARSN345 SMDINTLD,6418,4004,7002,CT,Western CT,7604,41.2872,-72.902
HARRIS HYDRO,HARRIS,,,LD.HARRIS  13.2,4155,4001,7000,ME,Maine,7606,45.459145,-69.864761
HARRIS HYDRO,HARRIS,HARRIS 1,HAR1,UN.HARRIS  13.2HAR1,432,4001,7000,ME,Maine,7606,45.459145,-69.864761
HARRIS HYDRO,HARRIS,HARRIS 2,HAR2,UN.HARRIS  13.2HAR2,433,4001,7000,ME,Maine,7606,45.459145,-69.864761
HARRIS HYDRO,HARRIS,HARRIS 3,HAR3,UN.HARRIS  13.2HAR3,434,4001,7000,ME,Maine,7606,45.459145,-69.864761
HARRIS HYDRO,HARRIS,HARRIS 4,HAR4,UN.HARRIS  13.2HAR4,757,4001,7000,ME,Maine,7606,45.459145,-69.864761
HAWKINS STREET,HAWKINS,,,LD.HAWKINS 13.8110A LD,4854,4008,7003,BOSTON,Boston,7608,42.3621,-71.0612
HAWKINS STREET,HAWKINS,,,LD.HAWKINS 13.8110B LD,4856,4008,7003,BOSTON,Boston,7608,42.3621,-71.0612
HAWTHORNE (10H),HAWTHORN,,,LD.HAWTHORN13.8,4437,4004,7001,NOR,Norwalk - Stamford,7602,41.21369,-73.25171
HIGH STREET / ATLANTIC,HIGH_ST,,,LD.HIGH_ST 14.4510 LD,4858,4008,7003,BOSTON,Boston,7608,42.3537,-71.0556
HIGH STREET / ATLANTIC,HIGH_ST,,,LD.HIGH_ST 14.4511 LD,4859,4008,7003,BOSTON,Boston,7608,42.3537,-71.0556
INTERVALE,INTERVAL,,,LD.INTERVAL34.5,4388,4002,7000,NH,New Hampshire,7610,44.092679,-71.152321
IPSWICH RIVER,IPSWICH,,,LD.IPSWICH 23,4346,4008,7003,BOSTON,North Shore,7609,42.697596,-70.869305
KINGSTON NH,KNGSTNPS,,,LD.KNGSTNPS34.5,4416,4002,7000,NH,Seacoast,7611,42.8936,-71.0836
KLEEN ENERGY,KLEEN,KLEEN ENERGY,KLEN,UN.KLEEN   18.0KLEN,14614,4004,7002,CT,Northern CT,7601,41.552944,-72.596722
LAWRENCE ROAD,LAWRENCE,,,LD.LAWRENCE34.5,4378,4002,7000,CMA/NEMA,New Hampshire,7610,42.790874,-71.377718
LEEDS ME,LEEDS_ME,,,LD.LEEDS_ME34.5,39676,4001,7000,ME,Maine,7606,44.336103,-70.167289
LEEDS ME,LEEDS_ME,LEEDS SOLAR,LEES,UN.LEEDS_ME34.5LEES,75121,4001,7000,ME,Maine,7606,44.336103,-70.167289
LINCOLN AVENUE,LINCOLN,,,LD.LINCOLN 12.5,4283,4005,7000,RI,Rhode Island,7619,41.750416,-71.439098
LITTLE REST ROAD,LITTLRST,WARREN PV,WRNS,UN.LITTLRST13.2WRNS,44030,4007,7000,WMA,Western MA,7618,42.163984,-72.192814
LITTLE REST ROAD,LITTLRST,,,LD.LITTLRST13.2,4317,4007,7000,WMA,Western MA,7618,42.163984,-72.192814
MADISON PAPER,MADISON,MADISON HYDRO,MADH,UN.MADISON 115 MADH,50636,4001,7000,ME,Maine,7606,44.781105,-69.913812
MADISON PAPER,MADISON,MADISON_GEN,MADB,UN.MADISON 34.5MADB,40653,4001,7000,ME,Maine,7606,44.781105,-69.913812
MADISON PAPER,MADISON,MADISON_ARD,MADBD,AR.MADISON 34.5MADBD,67492,4001,7000,ME,Maine,7606,44.781105,-69.913812
MADISON PAPER,MADISON,,,LD.MADISON 34.5,37150,4001,7000,ME,Maine,7606,44.781105,-69.913812
MADISON PAPER,MADISON,,,LD.MADISON 115,69877,4001,7000,ME,Maine,7606,44.781105,-69.913812
MEADOW ST,MEADOWST,,,LD.MEADOWST69,47077,4007,7000,WMA,Western MA,7618,42.2386,-72.0101
MEMORIAL DRIVE,MEMORIAL,,,LD.MEMORIAL13.8,42608,4007,7000,WMA,Springfield MA,7617,42.1955,-72.5756
MICHAEL AVENUE,MICHL_AV,,,LD.MICHL_AV13.2,42609,4002,7000,VT,New Hampshire,7610,43.265983,-72.394038
MOSHERS TAP,MOSHER_T,,,LD.MOSHER_T115,68738,4003,7000,VT,Northwest Vermont,7614,44.9291,-72.2366
NASHUA STREET,NASHUA,,,LD.NASHUA  13.8,4325,4007,7000,CMA/NEMA,Central MA,7616,42.284143,-71.799189
NEW LONDON AVENUE,N_LONDON,,,LD.N_LONDON12.5,47381,4005,7000,RI,Rhode Island,7619,41.7092,-71.5038
NEW LONDON CT,NLONDNCT,,,LD.NLONDNCT115,48633,4004,7002,CT,Eastern CT,7600,41.355831,-72.099571
NEWTON HIGHLANDS,NEWTON,,,LD.NEWTON  13.8,4885,4008,7003,BOSTON,Boston,7608,42.317321,-71.211652
NORTHFIELD MOUNTAIN,NORTHFLD,NORTHFIELD MOUNTAIN 4,NFD4,UN.NORTHFLD13.8NFD4,14220,4007,7000,WMA,Western MA,7618,42.611139,-72.468472
NORTHFIELD MOUNTAIN,NORTHFLD,NORTHFIELD MOUNTAIN 1,NFD1,UN.NORTHFLD13.8NFD1,14217,4007,7000,WMA,Western MA,7618,42.611139,-72.468472
NORTHFIELD MOUNTAIN,NORTHFLD,NORTHFIELD MOUNTAIN 2,NFD2,UN.NORTHFLD13.8NFD2,14218,4007,7000,WMA,Western MA,7618,42.611139,-72.468472
NORTHFIELD MOUNTAIN,NORTHFLD,NORTHFIELD MOUNTAIN 3,NFD3,UN.NORTHFLD13.8NFD3,14219,4007,7000,WMA,Western MA,7618,42.611139,-72.468472
NORTHFIELD MOUNTAIN,NORTHFLD,NORTHFIELD MOUNTAIN PUMP 1,NFD1P,AR.NORTHFLD13.8NFD1P,14224,4007,7000,WMA,Western MA,7618,42.611139,-72.468472
NORTHFIELD MOUNTAIN,NORTHFLD,NORTHFIELD MOUNTAIN PUMP 2,NFD2P,AR.NORTHFLD13.8NFD2P,14225,4007,7000,WMA,Western MA,7618,42.611139,-72.468472
NORTHFIELD MOUNTAIN,NORTHFLD,NORTHFIELD MOUNTAIN PUMP 3,NFD3P,AR.NORTHFLD13.8NFD3P,14226,4007,7000,WMA,Western MA,7618,42.611139,-72.468472
NORTHFIELD MOUNTAIN,NORTHFLD,NORTHFIELD MOUNTAIN PUMP 4,NFD4P,AR.NORTHFLD13.8NFD4P,14227,4007,7000,WMA,Western MA,7618,42.611139,-72.468472
NORTHWEST HARTFORD,NW_HARTF,,,LD.NW_HARTF23,4533,4004,7002,CT,Northern CT,7601,41.783124,-72.704809
WOODCHUCK,WOODCHUK,,,LD.WOODCHUK13.2,4349,4008,7003,BOSTON,North Shore,7609,42.673471,-71.057773
WINGLANE,WINGLANE,,,LD.WINGLANE13.2,4247,4006,7000,SEMA,Lower SEMA,7612,41.677387,-70.897082
WESTSIDE,WESTSIDE,,,LD.WESTSIDE13.2,4546,4004,7002,CT,Western CT,7604,41.563195,-72.662498
WESTBOROUGH,WESTBORO,,,LD.WESTBORO69,4371,4007,7000,CMA/NEMA,Central MA,7616,42.272994,-71.621295
WATERBORO,WATERBOR,,,LD.WATERBOR12.5,4133,4001,7000,SME,Portland Maine,7607,43.576792,-70.695793
UNION AVENUE,UNION_AV,,,LD.UNION_AV115,39677,4004,7001,SWCT,Western CT,7603,41.3002,-72.9242
TRAPELO ROAD,TRAPELO,,,LD.TRAPELO 13.8,4108,4008,7003,BOSTON,Boston,7608,42.4143,-71.2523
TIMBER SWAMP,TIMBER,,,LD.TIMBER  34.5,43588,4002,7000,NH,New Hampshire,7610,42.9498,-70.8688
STOCKHOUSE ROAD,STCKHOSE,,,LD.STCKHOSE13.8,4558,4004,7002,CT,Eastern CT,7600,41.571753,-72.144148
SOUTH RANDOLPH,S_RANDOL,,,LD.S_RANDOL13.8,4358,4006,7000,SEMA,SEMA,7613,42.154528,-71.042662
SEWALL STREET,SEWAL_ST,,,LD.SEWAL_ST34.5,4185,4001,7000,SME,Portland Maine,7607,43.654549,-70.292993
SEWALL STREET,SEWAL_ST,,,LD.SEWAL_ST12.5,46681,4001,7000,SME,Portland Maine,7607,43.654549,-70.292993
SCOBIE POND,SCOBIE,,,LD.SCOBIE  12.5,4377,4002,7000,NH,New Hampshire,7610,42.903667,-71.340333
SALEM HARBOR,SALEM,,,LD.SALEM   23,4342,4008,7003,BOSTON,North Shore,7609,42.526721,-70.876853
SALEM HARBOR,SALEM,SALEM 5,SAL5,UN.SALEM   18.0SAL5,48695,4008,7003,BOSTON,North Shore,7609,42.526721,-70.876853
SALEM HARBOR,SALEM,SALEM 6,SAL6,UN.SALEM   18.0SAL6,48696,4008,7003,BOSTON,North Shore,7609,42.526721,-70.876853
SAINT ALBANS,STALBANS,,,LD.STALBANS34.5,4449,4003,7000,VT,Northwest Vermont,7614,44.80441,-73.09893
ROOD AVE,ROOD_AVE,,,LD.ROOD_AVE23,16654,4004,7002,CT,Northern CT,7601,41.828517,-72.668894
ROCKY HILL MA,RCKY_HL,,,LD.RCKY_HL 13.8,4304,4006,7000,RI,SEMA,7613,42.15751,-71.488466
RIVERSIDE DRIVE,RIVERSDE,,,LD.RIVERSDE23  1X LD,4899,4004,7002,CT,Northern CT,7601,41.747578,-72.642787
RIVERSIDE DRIVE,RIVERSDE,,,LD.RIVERSDE23  3X LD,4901,4004,7002,CT,Northern CT,7601,41.747578,-72.642787
PRATT & WHITNEY,P&WAIRCT,,,LD.P&WAIRCT115,4550,4004,7002,CT,Western CT,7604,41.540502,-72.563592
POTTER STATION,POTTER,THOMAS A. WATSON UNIT #1,WAT1,UN.POTTER  13.8WAT1,15484,4006,7000,SEMA,SEMA,7613,42.233963,-70.967648
POTTER STATION,POTTER,THOMAS A. WATSON UNIT #2,WAT2,UN.POTTER  13.8WAT2,15485,4006,7000,SEMA,SEMA,7613,42.233963,-70.967648
PONTOOK HYDRO,PONTOOK,PONTOOK HYDRO,PONT,UN.PONTOOK 34.5PONT,539,4002,7000,NH,New Hampshire,7610,44.617944,-71.226083
PIPER ROAD,PIPER,,,LD.PIPER   13.8,4523,4007,7000,WMA,Springfield MA,7617,42.138754,-72.640657
PEMIGEWASSET,PEMIGWAS,,,LD.PEMIGWAS34.5,4379,4002,7000,NH,New Hampshire,7610,43.597,-71.709833
PEMIGEWASSET,PEMIGWAS,AYERS ISLAND,AYER,UN.PEMIGWAS34.5AYER,330,4002,7000,NH,New Hampshire,7610,43.597,-71.709833
WILLIAMS HYDRO,WILLIAM,WILLIAMS,WILL,UN.WILLIAM 6.9 WILL,621,4001,7000,ME,Maine,7606,44.9592,-69.8711
VALLEYNB,VALLEYNB,,,LD.VALLEYNB23,4232,4006,7000,SEMA,Lower SEMA,7612,41.782901,-70.601315
VALLEYNB,VALLEYNB,FUTURE GEN WIND,FGW,UN.VALLEYNB23  FGW,47741,4006,7000,SEMA,Lower SEMA,7612,41.782901,-70.601315
OLD PEQUONNOCK (8J),PEQUONCK,,,LD.PEQUONCK13.8,4435,4004,7001,SWCT,Western CT,7603,41.172435,-73.184917
CHASE POND,CHASE_PD,WESTERN MAINE RENEWABLES,WMRW,UN.CHASE_PD34.5WMRW,75108,4001,7000,ME,Maine,7606,45.140361,-69.84923
BASELINE,BASELINE,DOWNEAST WIND,DNEW,UN.BASELINE34.5DNEW,75109,4001,7000,BHE,Bangor Hydro,7605,44.700424,-67.957027
REVOLUTION WINDFARM,REVWIND,REVOLUTION WIND,REVW,UN.REVWIND 275 REVW,75124,4005,7000,RI,Rhode Island,7619,41.592049,-71.437066
BOLT HILL (CMP),BOLT_HL,,,LD.BOLT_HL 34.5,4134,4001,7000,NH,Portland Maine,7607,43.115985,-70.768928
VAUGHN POND (720),VAUGH_PD,CARVER ENERGY STORAGE CSF_GEN,CARB,UN.VAUGH_PD34.5CARB,75439,4006,7000,SEMA,Lower SEMA,7612,41.896518,-70.788761
VAUGHN POND (720),VAUGH_PD,CARVER ENERGY STORAGE CSF_ARD,CARBD,AR.VAUGH_PD34.5CARBD,75440,4006,7000,SEMA,Lower SEMA,7612,41.896518,-70.788761
HARRISON,HARRISON,,,LD.HARRISON13.8,47382,4006,7000,SEMA,SEMA,7613,42.119134,-71.051305
HARRINGTON,HARRNGTN,HARRINGTON STREET PV,HARS,UN.HARRNGTN13.2HARS,38115,4007,7000,WMA,Western MA,7618,42.243009,-72.037197
HARTFORD VT,HARTFDVT,,,LD.HARTFDVT46,4463,4003,7000,VT,Vermont,7615,43.683371,-72.31171
HARTLAND,HARTLAND,,,LD.HARTLAND12.5,4151,4001,7000,ME,Maine,7606,44.835852,-69.476559
HARTLAND,HARTLAND,PITTSFIELD SOLAR,PITS,UN.HARTLAND12.5PITS,49324,4001,7000,ME,Maine,7606,44.835852,-69.476559
HARTWELL,HARTWELL,,,LD.HARTWELL13.8,4107,4008,7003,BOSTON,Boston,7608,42.4704,-71.2575
HARWICH,HARWICH,,,LD.HARWICH 23,16251,4006,7000,SEMA,Lower SEMA,7612,41.688313,-70.101002
HATCHVILLE,HATCHVIL,,,LD.HATCHVIL23,4226,4006,7000,SEMA,Lower SEMA,7612,41.618362,-70.554253
HATHAWAY,HATHAWAY,,,LD.HATHAWAY23,47754,4006,7000,SEMA,SEMA,7613,41.71582,-71.157646
HATHAWAY,HATHAWAY,,,LD.HATHAWAY13.8,4213,4006,7000,SEMA,SEMA,7613,41.71582,-71.157646
HIGHGATE,HIGHGATE,,,LD.HIGHGATE46,4448,4003,7000,VT,Northwest Vermont,7614,44.940703,-73.05126
HIGHGATE,HIGHGATE,SHELDON SPRINGS,SHEL,UN.HIGHGATE46  SHEL,565,4003,7000,VT,Northwest Vermont,7614,44.940703,-73.05126
HIGHGATE,HIGHGATE,SWANTON GT-1,SWC1,UN.HIGHGATE13.8SWC1,12510,4003,7000,VT,Northwest Vermont,7614,44.940703,-73.05126
HIGHGATE,HIGHGATE,SWANTON GT-2,SWC2,UN.HIGHGATE13.8SWC2,12511,4003,7000,VT,Northwest Vermont,7614,44.940703,-73.05126
HIGHLAND,HIGHLAND,,,LD.HIGHLAND34.5,4143,4001,7000,ME,Maine,7606,44.136436,-69.204287
HIGHLAND PARK,HILND_PK,,,LD.HILND_PK13.8,46608,4005,7000,RI,Rhode Island,7619,41.99363,-71.472661
HINCKLEY POND,HNKLY_PD,,,LD.HNKLY_PD12.5,4183,4001,7000,SME,Portland Maine,7607,43.62777,-70.255648
HOBART STREET,HOBRT_ST,,,LD.HOBRT_ST13.81X LD,4862,4006,7000,SEMA,SEMA,7613,42.221466,-70.905923
HOBART STREET,HOBRT_ST,,,LD.HOBRT_ST13.82X LD,4863,4006,7000,SEMA,SEMA,7613,42.221466,-70.905923
HOLLISTON,HOLLISTN,,,LD.HOLLISTN13.8,42368,4008,7003,BOSTON,Boston,7608,42.2066,-71.4009
HOLYOKE,HOLYOKE,,,LD.HOLYOKE 13.8,4486,4007,7000,WMA,Springfield MA,7617,42.281183,-72.604673
HOOSAC,HOOSAC,HOOSAC WIND,HOSW,UN.HOOSAC  69  HOSW,12529,4007,7000,WMA,Western MA,7618,42.720943,-73.028287
HOPEWELL,HOPEWELL,,,LD.HOPEWELL23,4549,4004,7002,CT,Western CT,7604,41.680895,-72.555159
HOPKINTON,HOPKINTN,,,LD.HOPKINTN13.8,4303,4006,7000,RI,SEMA,7613,42.19052,-71.540324
HOTEL ROAD,HOTEL_RD,,,LD.HOTEL_RD34.5,4171,4001,7000,ME,Maine,7606,44.068334,-70.26717
HOTEL ROAD,HOTEL_RD,,,LD.HOTEL_RD12,37151,4001,7000,ME,Maine,7606,44.068334,-70.26717
HUCKINS HILL,HUCKN_HL,GROTON WIND,GROW,UN.HUCKN_HL34.5GROW,37050,4002,7000,NH,New Hampshire,7610,43.782,-71.6584
HUDSON,HUDSN_HD,,,LD.HUDSN_HD13.8,4223,4007,7000,CMA/NEMA,Central MA,7616,42.387245,-71.556353
HUDSON,HUDSON,,,LD.HUDSON  34.5,4408,4002,7000,NH,New Hampshire,7610,42.774333,-71.429
HUSE ROAD,HUSE_RD,,,LD.HUSE_RD 34.5,4411,4002,7000,NH,New Hampshire,7610,42.953167,-71.430833
HYANNIS JUNCTION,HYANIS_J,,,LD.HYANIS_J24.0,16249,4006,7000,SEMA,Lower SEMA,7612,41.685252,-70.29837
HYDE PARK,HYDE_PRK,,,LD.HYDE_PRK13.8110A,4864,4008,7003,BOSTON,Boston,7608,42.273645,-71.120502
HYDE PARK,HYDE_PRK,,,LD.HYDE_PRK13.8110B,4866,4008,7003,BOSTON,Boston,7608,42.273645,-71.120502
IBM,IBM,,,LD.IBM     115 K21 LD,4868,4003,7000,VT,Northwest Vermont,7614,44.479406,-73.095458
IBM,IBM,,,LD.IBM     115 K24 LD,4870,4003,7000,VT,Northwest Vermont,7614,44.479406,-73.095458
INDUSTRIAL PARK,INDSTLPK,,,LD.INDSTLPK13.2,4242,4006,7000,SEMA,Lower SEMA,7612,41.719416,-70.949246
INGLESIDE,INGLESID,,,LD.INGLESID13.8,4487,4007,7000,WMA,Springfield MA,7617,42.170759,-72.646778
IRASBURG,IRASBURG,,,LD.IRASBURG46,4447,4003,7000,NH,Northwest Vermont,7614,44.844693,-72.28423
JACKMAN,JACKMAN,,,LD.JACKMAN 34.5,4399,4002,7000,NH,New Hampshire,7610,43.112167,-71.925667
JACKMAN,JACKMAN,JACKMAN,JACK,UN.JACKMAN 34.5JACK,449,4002,7000,NH,New Hampshire,7610,43.112167,-71.925667
JAY,JAY,ANDRO COGEN 1,VCG1,UN.JAY     13.8VCG1,13703,4001,7000,ME,Maine,7606,44.505581,-70.241671
JAY,JAY,ANDRO COGEN 2,VCG2,UN.JAY     13.8VCG2,13704,4001,7000,ME,Maine,7606,44.505581,-70.241671
JAY,JAY,ANDRO COGEN 3,VCG3,UN.JAY     13.8VCG3,13705,4001,7000,ME,Maine,7606,44.505581,-70.241671
JAY,JAY,RJOL HYDRO,RJOL,UN.JAY     13.8RJOL,74615,4001,7000,ME,Maine,7606,44.5056,-70.2417
JAY,JAY,,,LD.JAY     13.8,4167,4001,7000,ME,Maine,7606,44.505581,-70.241671
JAY,JAY_VT,KINGDOM COMMUNITY WIND,KCW,UN.JAY_VT  46  KCW,35979,4003,7000,VT,Northwest Vermont,7614,44.978444,-72.482611
JAY,JAY_VT,,,LD.JAY_VT  46,40321,4003,7000,VT,Northwest Vermont,7614,44.978444,-72.482611
JOHNSTON,JOHNSTON,,,LD.JOHNSTON12.5,10684,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,,,LD.JOHNSTON23,4286,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,RRIG EXPANSION PHASE 2,JLF2,UN.JOHNSTON23  JLF2,10959,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,PLAINFIELD II WIND,JS1W,UN.JOHNSTON23  JS1W,50637,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,PLAINFIELD I WIND,JS2W,UN.JOHNSTON23  JS2W,50638,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,GREEN HILL WIND,JS3W,UN.JOHNSTON23  JS3W,50639,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,PLAINFIELD III WIND,JS4W,UN.JOHNSTON23  JS4W,50640,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,SHUN III WIND,JS5W,UN.JOHNSTON23  JS5W,50641,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,SHUN II WIND,JS6W,UN.JOHNSTON23  JS6W,50642,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JOHNSTON,JOHNSTON,SHUN I WIND,JS7W,UN.JOHNSTON23  JS7W,50643,4005,7000,RI,Rhode Island,7619,41.814454,-71.474959
JUNE STREET,JUNE_ST,,,LD.JUNE_ST 13.8,4442,4004,7001,SWCT,Western CT,7603,41.338303,-72.982367
KEENE ROAD,KEENE_RD,,,LD.KEENE_RD44,43790,4001,7000,BHE,Bangor Hydro,7605,45.397458,-68.529335
KENDALL,KENDALL,,,LD.KENDALL 13.8,4250,4008,7003,BOSTON,Boston,7608,42.36294,-71.080518
KENDALL,KENDALL,KENDALL JET 1,KDJ1,UN.KENDALL 13.8KDJ1,452,4008,7003,BOSTON,Boston,7608,42.36294,-71.080518
KENDALL,KENDALL,KENDALL STEAM 3,KND3,UN.KENDALL 13.8KND3,10349,4008,7003,BOSTON,Boston,7608,42.36294,-71.080518
KENDALL,KENDALL,KENDALL CT,KEN4,UN.KENDALL 18.0KEN4,1672,4008,7003,BOSTON,Boston,7608,42.36294,-71.080518
KENT COUNTY,KENTCNTY,,,LD.KENTCNTY34.5,4255,4005,7000,RI,Rhode Island,7619,41.683257,-71.479465
KENT COUNTY,KENTCNTY,,,LD.KENTCNTY12.5,48168,4005,7000,RI,Rhode Island,7619,41.683257,-71.479465
KENYON,KENYON,,,LD.KENYON  12.5,4277,4005,7000,RI,Rhode Island,7619,41.438468,-71.632259
KIBBY,KIBBY,KIBBY WIND POWER,KIBY,UN.KIBBY   34.5KIBY,12551,4001,7000,ME,Maine,7606,45.355389,-70.541611
KILVERT,KILVERT,,,LD.KILVERT 12.5,10888,4005,7000,RI,Rhode Island,7619,41.729505,-71.449789
KIMBALL ROAD,KIMBL_RD,,,LD.KIMBL_RD34.5,13951,4001,7000,ME,Maine,7606,44.151944,-70.633889
KINGSTON,KINGSTON,,,LD.KINGSTON23,4235,4006,7000,SEMA,Lower SEMA,7612,42.0054,-70.7564
KING STREET,KING_ST,,,LD.KING_ST 23,4347,4008,7003,BOSTON,North Shore,7609,42.736454,-71.012063
KINGSTON AB,KNGSTNAB,,,LD.KNGSTNAB13.8110A LD,4874,4008,7003,BOSTON,Boston,7608,42.3529,-71.0603
KINGSTON AB,KNGSTNAB,,,LD.KNGSTNAB13.8110B LD,4876,4008,7003,BOSTON,Boston,7608,42.3529,-71.0603
KINGSTON UES,KNGSTNUT,,,LD.KNGSTNUT34.5,47742,4002,7000,NH,Seacoast,7611,42.894,-71.0844
K STREET,K_STREET,,,LD.K_STREET13.8,4092,4008,7003,BOSTON,Boston,7608,42.3387,-71.0397
LACONIA,LACONIA,,,LD.LACONIA 34.5,4393,4002,7000,NH,New Hampshire,7610,43.525153,-71.451983
LAKEWOOD,LAKEWOOD,,,LD.LAKEWOOD34.5,4157,4001,7000,ME,Maine,7606,44.804816,-69.739139
LAKEWOOD,LAKEWOOD,WESTON,WEST,UN.LAKEWOOD34.5WEST,617,4001,7000,ME,Maine,7606,44.804816,-69.739139
LAKE ROAD,LAKE_RD,LAKE ROAD 1,LRD1,UN.LAKE_RD 21  LRD1,1342,4004,7002,CT,Eastern CT,7600,41.874821,-71.895971
LAKE ROAD,LAKE_RD,LAKE ROAD 2,LRD2,UN.LAKE_RD 21  LRD2,1343,4004,7002,CT,Eastern CT,7600,41.874821,-71.895971
LAKE ROAD,LAKE_RD,LAKE ROAD 3,LRD3,UN.LAKE_RD 21  LRD3,1344,4004,7002,CT,Eastern CT,7600,41.874821,-71.895971
LAUREL ENERGY,LAUREL,MIDDLETOWN 4,MID4,UN.LAUREL  22  MID4,482,4004,7002,CT,Western CT,7604,41.55459,-72.578162
LAUREL ENERGY,LAUREL,MIDDLETOWN 12,MI12,UN.LAUREL  13.8MI12,12505,4004,7002,CT,Western CT,7604,41.55459,-72.578162
LAUREL ENERGY,LAUREL,MIDDLETOWN 13,MI13,UN.LAUREL  13.8MI13,37366,4004,7002,CT,Western CT,7604,41.55459,-72.578162
